机构名称,统一社会信用代码,Excel等级(原始),Excel等级(标准),DB等级,DB记录ID
武义县王宅镇上四保村卫生室,TE3307233300067020,未定级,无等级,未定级,58794.0
武义县王宅镇中心卫生院,12330723471650739N,未定级,无等级,未定级,58723.0
武义县王宅镇四八店村卫生室1,TE3307233300379250,未定级,无等级,未定级,58793.0
武义县王宅镇四八店村卫生室,TE3307233300056430,未定级,无等级,未定级,58862.0
武义县王宅镇要巨村卫生室,TE3307233300040300,未定级,无等级,未定级,58795.0
武义县王宅镇郭浦朱村卫生室,TE3307233300070590,未定级,无等级,未定级,58859.0
武义县王宅镇陶宅村卫生室1,TE3307233300504340,未定级,无等级,未定级,58861.0
武义县王宅镇陶宅村卫生室,TE3307233300065670,未定级,无等级,未定级,58792.0
武义县王宅镇马府下村卫生室,TE3307233300055330,未定级,无等级,未定级,58860.0
武义县王宅镇马昂村卫生室,TE3307233300056670,未定级,无等级,未定级,58796.0
武义县疾病预防控制中心门诊部,12330723471650712Y,未定级,无等级,未定级,58726.0
武义县白姆乡卫生院,12330723471650851M,未定级,无等级,无级别,58716.0
武义县白姆乡董处村卫生室,TE3307233300047710,未定级,无等级,未定级,58773.0
武义县白姆乡麻阳村卫生室,TE3307233300044610,未定级,无等级,未定级,58772.0
武义县白洋街道三江村丁前卫生室,TE3307233300070460,未定级,无等级,未定级,58838.0
武义县白洋街道三江村西田畈卫生室,TE3307233300047920,未定级,无等级,未定级,58834.0
武义县白洋街道上邵村卫生室,TE3307233300067230,未定级,无等级,未定级,58837.0
武义县白洋街道下邵村卫生室,TE3307233300067840,未定级,无等级,未定级,58779.0
武义县白洋街道下陈村卫生室,TE3307233300065730,未定级,无等级,未定级,58828.0
武义县白洋街道东村村卫生室,TE3307233300070280,未定级,无等级,未定级,58818.0
武义县白洋街道双仙厅村卫生室,54330723ME0175987N,未定级,无等级,未定级,58835.0
武义县白洋街道张村村卫生室,TE3307233300060800,未定级,无等级,未定级,58827.0
武义县白洋街道沈宅村卫生室,TE3307233300040470,未定级,无等级,未定级,58829.0
武义县白洋街道牛背金村卫生室,TE3307233300043440,未定级,无等级,未定级,58776.0
武义县白洋街道王大路村卫生室,TE3307233300070500,未定级,无等级,未定级,58781.0
武义县白洋街道王大路村和尚寮卫生室,TE3307233300581140,未定级,无等级,未定级,58816.0
武义县白洋街道白阳山村白阳卫生室,TE3307233300070310,未定级,无等级,未定级,58817.0
武义县白洋街道社区卫生服务中心,12330723471650819A,未定级,无等级,未定级,58719.0
武义县白洋街道社区卫生服务中心下王宅社区卫生服务站,55330723MEA0952133,未定级,无等级,未定级,58775.0
武义县白洋街道社区卫生服务中心程王处社区卫生服务站,TE3307233300060360,未定级,无等级,未定级,58784.0
武义县白洋街道西村村卫生室,TE3307233300043150,未定级,无等级,未定级,58786.0
武义县白洋街道金皮村卫生室,TE3307233300059190,未定级,无等级,未定级,58836.0
武义县第一中学医务室,12330723734490758U,未定级,无等级,未定级,58848.0
武义县第一人民医院驻武义县看守所卫生所,TE3307233300070270,未定级,无等级,未定级,58858.0
武义县茭道镇下茭道村卫生室,TE3307233300067120,未定级,无等级,未定级,58760.0
武义县茭道镇卫生院,123307234716508350,未定级,无等级,无级别,58720.0
武义县茭道镇朱王村卫生室,TE3307233300581160,未定级,无等级,未定级,58761.0
武义县茭道镇胡宅垄村卫生室,TE3307233300068690,未定级,无等级,未定级,58759.0
武义县茭道镇蒋马洞村卫生室,TE3307233300070550,未定级,无等级,未定级,58857.0
武义县西联乡卫生院,12330723740534999Q,未定级,无等级,未定级,58800.0
武义县西联乡马口村卫生室,TE3307233300488530,未定级,无等级,未定级,58842.0
武义同吉谦中医诊所,91330723MAD33CCGXA,未定级,无等级,未定级,58880.0
武义唐风温泉康复医院,91330723MA2DE75504,未定级,无等级,未定级,58885.0
武义壶山谢氏医院,91330723MA29R2CY6Y,未定级,无等级,未定级,58869.0
武义康利眼科医院,91330723MA2DBQK782,未定级,无等级,未定级,58866.0
武义康又维骨科医院,91330723MA2EBDK22D,未定级,无等级,未定级,58884.0
武义康来中医诊所,91330723MA2E56PR7A,未定级,无等级,未定级,59013.0
武义康逸医院,52330723355472883W,未定级,无等级,未定级,58840.0
武义朱杨棋中医诊所,92330723MABLT4LX9U,未定级,无等级,未定级,59011.0
武义杏林春中医诊所,92330723MA2HQ7DJ53,未定级,无等级,未定级,59010.0
武义枫怡医院,91330723MA7NCUPG8M,未定级,无等级,未定级,58823.0
武义梦菡医疗美容门诊部,92330723MA2M9GG3X6,未定级,无等级,未定级,58839.0
武义立刚中医诊所,92330723MA2EENWL8T,未定级,无等级,未定级,59012.0
武义谢氏骨伤医院,52330723587793387L,未定级,无等级,未定级,58877.0
武义长幸康复医院,91330723MA2E81L629,未定级,无等级,未定级,58819.0
武林（杭州）医院,91330103MA2GK5NP95,未定级,无等级,未定级,34218.0
毛垟乡库头村卫生室,TE3311273300367760,未定级,无等级,未定级,67332.0
毛垟乡炉西村卫生室,TE3311273300367780,未定级,无等级,未定级,67333.0
水头镇三桥村村卫生室,TE3303263300205890,未定级,无等级,未定级,46526.0
水头镇上店村村卫生室,TE3303263300196850,未定级,无等级,未定级,46476.0
水头镇上林村村卫生室,TE3303263300239460,未定级,无等级,未定级,46569.0
水头镇下小南村村卫生室,TE3303263300213590,未定级,无等级,未定级,46516.0
水头镇下林村村卫生室`,TE3303263300220790,未定级,无等级,未定级,46576.0
水头镇中元村卫生室,TE3303263300467360,未定级,无等级,未定级,46131.0
水头镇中后村河边卫生室,TE3303263300221550,未定级,无等级,未定级,46502.0
水头镇五龙岱村村卫生室,TE3303263300210470,未定级,无等级,未定级,46181.0
水头镇仕静村村卫生室,TE3303263300213970,未定级,无等级,未定级,46475.0
水头镇凤二村卫生室,TE3303263300215570,未定级,无等级,未定级,46593.0
水头镇凤尾卫生室,TE3303263300230420,未定级,无等级,未定级,46501.0
水头镇凤尾村村卫生室,TE3303263300200130,未定级,无等级,未定级,46477.0
水头镇凤林卫生室,TE3303263300207250,未定级,无等级,未定级,46503.0
水头镇凤湾村村卫生室,TE3303263300214860,未定级,无等级,未定级,46540.0
水头镇占江村村卫生室,TE3303263300227110,未定级,无等级,未定级,46591.0
水头镇后垟村村卫生室,TE3303263300228550,未定级,无等级,未定级,46506.0
水头镇周山村卫生室,TE3303263300474100,未定级,无等级,未定级,46363.0
水头镇城中上街卫生室,TE3303263300219500,未定级,无等级,未定级,46179.0
水头镇城中江山卫生室,TE3303263300239480,未定级,无等级,未定级,46138.0
水头镇埭安村卫生室,TE3303263300418680,未定级,无等级,未定级,46575.0
水头镇塔院村村卫生室,TE3303263300197760,未定级,无等级,未定级,46519.0
水头镇寺前村村卫生室,TE3303263300217180,未定级,无等级,未定级,46573.0
水头镇山脚村村卫生室,TE3303263300230900,未定级,无等级,未定级,46513.0
水头镇振德后街卫生室,TE3303263300246650,未定级,无等级,未定级,46119.0
水头镇新安村卫生室,TE3303263300215970,未定级,无等级,未定级,46133.0
水头镇望雁静湖卫生室,TE3303263300236820,未定级,无等级,未定级,46510.0
水头镇林亢村卫生室,TE3303263300199690,未定级,无等级,未定级,46549.0
水头镇横河村卫生室,TE3303263300196860,未定级,无等级,未定级,46444.0
水头镇永乐村卫生室,TE3303263300226290,未定级,无等级,未定级,46118.0
水头镇泾口卫生室,TE3303263300220690,未定级,无等级,未定级,46518.0
水头镇泾川康乐卫生室,TE3303263300210410,未定级,无等级,未定级,46504.0
水头镇湖桥村村卫生室,TE3303263300223260,未定级,无等级,未定级,46106.0
水头镇溪尾村卫生室,TE3303263300418660,未定级,无等级,未定级,46111.0
水头镇溪心村村卫生室,TE3303263300230940,未定级,无等级,未定级,46570.0
水头镇秀溪村村卫生室,TE3303263300210530,未定级,无等级,未定级,46134.0
水头镇章旦村村卫生室,TE3303263300199950,未定级,无等级,未定级,46590.0
水头镇缸窑村村卫生室,TE3303263300204020,未定级,无等级,未定级,46148.0
水头镇路下村村卫生室,TE3303263300219020,未定级,无等级,未定级,46486.0
水头镇金凤村卫生室,TE3303263300417090,未定级,无等级,未定级,46142.0
水头镇金塔村村卫生室,TE3303263300229570,未定级,无等级,未定级,46511.0
水头镇金山垟村村卫生室,TE3303263300235370,未定级,无等级,未定级,46574.0
水头镇长安村卫生室,TE3303263300221060,未定级,无等级,未定级,46137.0
水头镇雅上村村卫生室,TE3303263300197320,未定级,无等级,未定级,46498.0
水头镇青凤村卫生室,TE3303263300208770,未定级,无等级,未定级,46545.0
水头镇鸣溪村溪头卫生室,TE3303263300209180,未定级,无等级,未定级,46512.0
水头镇鹏山村村卫生室,TE3303263300213650,未定级,无等级,未定级,46515.0
水头镇麻车村村卫生室,TE3303263300235190,未定级,无等级,未定级,46505.0
水头镇龙垟村卫生室,TE3303263300455610,未定级,无等级,未定级,46479.0
水头镇龙涵村村卫生室,TE3303263300215650,未定级,无等级,未定级,46514.0
永嘉上景济德口腔门诊部,91330324MA2HA69UX9,未定级,无等级,未定级,49885.0
永嘉东方整形外科门诊部,91330324751194686E,未定级,无等级,未定级,49835.0
永嘉中山妇科门诊部,TE3303243300249860,未定级,无等级,未定级,50117.0
永嘉亚美口腔门诊部,91330324MAEW6F742B,未定级,无等级,未定级,50070.0
永嘉仁术口腔门诊部,92330324MA2H92GTX8,未定级,无等级,未定级,49768.0
永嘉傅荣光中医诊所,TE3303243300511450,未定级,无等级,未定级,50283.0
永嘉刘少成中医诊所,92330324MA296TWG59,未定级,无等级,未定级,50284.0
永嘉刘良好中医诊所,92330324MA2L86W11Q,未定级,无等级,未定级,50199.0
永嘉利民医院,91330324L16615416C,未定级,无等级,未定级,50078.0
永嘉华美口腔门诊部（普通合伙）,91330324079737450A,未定级,无等级,未定级,49773.0
永嘉县三江街道南岙村卫生室,TE3303243300198310,未定级,无等级,未定级,49771.0
永嘉县三江街道南岙村卫生室（二）,TE3303243300441560,未定级,无等级,未定级,49769.0
永嘉县三江街道后江村卫生室,TE3303243300197230,未定级,无等级,未定级,49752.0
永嘉县三江街道宁浦村卫生室,TE3303243300215880,未定级,无等级,未定级,50086.0
永嘉县三江街道山后村卫生室,TE3303243300371910,未定级,无等级,未定级,49760.0
永嘉县三江街道木桥村卫生室,TE3303243300371930,未定级,无等级,未定级,49766.0
永嘉县三江街道江头村卫生室,TE3303243300197440,未定级,无等级,未定级,49762.0
永嘉县三江街道浦东村卫生室,TE3303243300208260,未定级,无等级,未定级,49757.0
永嘉县三江街道瓯窑社区卫生室,12330324068375247N,未定级,无等级,未定级,49763.0
永嘉县三江街道社区卫生服务中心箬隆社区卫生服务站,TE3303243300242420,未定级,无等级,未定级,49764.0
永嘉县三江街道社区卫生服务中心罗东社区卫生服务站,TE3303243300226510,未定级,无等级,未定级,49765.0
永嘉县三江街道缪北村卫生室,TE3303243300253340,未定级,无等级,未定级,49772.0
永嘉县三江街道罗溪村卫生室,TE3303243300251190,未定级,无等级,未定级,49767.0
永嘉县三江街道行禅村卫生室,TE3303243300371920,未定级,无等级,未定级,49761.0
永嘉县三江街道龙川村卫生室,TE3303243300211970,未定级,无等级,未定级,49770.0
永嘉县东城街道前村村卫生室,TE3303243300245440,未定级,无等级,未定级,49865.0
永嘉县东城街道卫生服务中心峙口社区卫生服务站,TE3303243300246000,未定级,无等级,未定级,49948.0
永嘉县东城街道河屿村卫生室,TE3303243300244320,未定级,无等级,未定级,49977.0
永嘉县东城街道河岙村卫生室,TE3303243300375350,未定级,无等级,未定级,49943.0
永嘉县东城街道浦东村卫生室,TE3303243300227090,未定级,无等级,未定级,49869.0
永嘉县东城街道浦口村卫生室,TE3303243300206050,未定级,无等级,未定级,49866.0
永嘉县东城街道浦口村卫生室（三）,TE3303243300203190,未定级,无等级,未定级,49745.0
永嘉县东城街道浦口村卫生室（二）,TE3303243300244750,未定级,无等级,未定级,49826.0
永嘉县东城街道浦口村卫生室（四）,TE3303243300214040,未定级,无等级,未定级,49867.0
永嘉县东城街道社区卫生服务中心,12330324071644866P,未定级,无等级,未定级,49868.0
永嘉县东城街道社区卫生服务中心城南社区卫生服务站,TE3303243300237350,未定级,无等级,未定级,49931.0
永嘉县东城街道社区卫生服务中心屿阳社区卫生服务站,TE3303243300226760,未定级,无等级,未定级,49730.0
永嘉县东城街道社区卫生服务中心浦东社区卫生服务站,TE3303243300227480,未定级,无等级,未定级,49961.0
永嘉县东城街道立新村卫生室,TE3303243300240270,未定级,无等级,未定级,50281.0
永嘉县东城街道绿上村卫生室,TE3303243300375340,未定级,无等级,未定级,49932.0
永嘉县东城街道绿峰村卫生室,TE3303243300248420,未定级,无等级,未定级,49975.0
永嘉县东皋乡蓬溪村卫生室,TE3303243300244810,未定级,无等级,未定级,50019.0
永嘉县乌牛街道古塘村卫生室,TE3303243300227550,未定级,无等级,未定级,49960.0
永嘉县乌牛街道岳田村卫生室,TE3303243300371080,未定级,无等级,未定级,49779.0
永嘉县乌牛街道新庄村卫生室,TE3303243300371070,未定级,无等级,未定级,49781.0
永嘉县乌牛街道社区卫生服务中心,12330324741009256K,未定级,无等级,未定级,49798.0
永嘉县乌牛街道社区卫生服务中心仁溪社区卫生服务站,TE3303243300200360,未定级,无等级,未定级,49780.0
永嘉县乌牛镇孙宅村卫生室,TE3303243300213020,未定级,无等级,未定级,49971.0
永嘉县乌牛镇孙宅村卫生室（二）,92330324MA2CRWCC04,未定级,无等级,未定级,49862.0
永嘉县乌牛镇岭下村卫生室,TE3303243300241130,未定级,无等级,未定级,49758.0
永嘉县乌牛镇水对头村卫生室,TE3303243300246860,未定级,无等级,未定级,49748.0
永嘉县乌牛镇河口岙村卫生室,TE3303243300221330,未定级,无等级,未定级,49863.0
永嘉县乌牛镇王宅村卫生室,TE3303243300243760,未定级,无等级,未定级,50110.0
永嘉县乌牛镇王宅村卫生室（二）,TE3303243300230950,未定级,无等级,未定级,49965.0
永嘉县乌牛镇码道村卫生室,TE3303243300250970,未定级,无等级,未定级,49967.0
永嘉县乌牛镇码道村卫生室（二）,TE3303243300241090,未定级,无等级,未定级,49973.0
永嘉县乌牛镇社区卫生服务中心上三房社区卫生服务站,TE3303243300201230,未定级,无等级,未定级,49727.0
永嘉县乌牛镇社区卫生服务中心王宅社区卫生服务站,TE3303243300253440,未定级,无等级,未定级,49759.0
永嘉县乌牛镇祥池村卫生室,TE3303243300250840,未定级,无等级,未定级,49976.0
永嘉县乌牛镇西垟村卫生室,TE3303243300252990,未定级,无等级,未定级,49978.0
永嘉县乌牛镇西湾村卫生室,TE3303243300245450,未定级,无等级,未定级,49979.0
永嘉县乌牛镇金合村卫生室,TE3303243300200470,未定级,无等级,未定级,49755.0
永嘉县乌牛镇鸭鹅村卫生室,TE3303243300253350,未定级,无等级,未定级,49980.0
永嘉县云岭乡半山村卫生室,TE3303243300371900,未定级,无等级,未定级,49785.0
永嘉县云岭乡南陈村卫生室,TE3303243300578680,未定级,无等级,未定级,49789.0
永嘉县云岭乡卫生院,12330324740539482K,未定级,无等级,未定级,50035.0
永嘉县云岭乡富源村卫生室,TE3303243300371820,未定级,无等级,未定级,50037.0
永嘉县五尺乡南垟村卫生室,TE3303243300197470,未定级,无等级,未定级,50047.0
永嘉县人民医院驻永嘉县看守所门诊部,TE3303243300458430,未定级,无等级,未定级,49787.0
永嘉县人民医院驻永嘉监察留置场所医务室,TE3303243300502560,未定级,无等级,未定级,50285.0
永嘉县北城街道三元堂村卫生室,TE3303243300250470,未定级,无等级,未定级,49864.0
永嘉县北城街道下寮社区卫生服务站,123303247434533936,未定级,无等级,未定级,50024.0
永嘉县北城街道下湾村卫生室,TE3303243300250700,未定级,无等级,未定级,49953.0
永嘉县北城街道中村卫生室,TE3303243300246380,未定级,无等级,未定级,49728.0
永嘉县北城街道后村卫生室,TE3303243300229240,未定级,无等级,未定级,50088.0
永嘉县北城街道大亨村卫生室,TE3303243300581050,未定级,无等级,未定级,49989.0
永嘉县北城街道朱寮村卫生室,TE3303243300371220,未定级,无等级,未定级,50004.0
永嘉县北城街道社区卫生服务中心,12330324070680320G,未定级,无等级,未定级,49917.0
永嘉县北城街道社区卫生服务中心路口社区卫生服务站,TE3303243300196280,未定级,无等级,未定级,50025.0
永嘉县北城街道银场村卫生室,TE3303243300371260,未定级,无等级,未定级,50006.0
永嘉县南城街道下塘西前西后村卫生室,PDY70134233032417D,未定级,无等级,未定级,49784.0
永嘉县南城街道中兴村卫生室,TE3303243300235660,未定级,无等级,未定级,49873.0
永嘉县南城街道中西村卫生室,TE3303243300238220,未定级,无等级,未定级,49870.0
永嘉县南城街道仁堂村卫生室,TE3303243300252730,未定级,无等级,未定级,49777.0
永嘉县南城街道前三村移民新村卫生室,TE3303243300249200,未定级,无等级,未定级,49855.0
永嘉县南城街道新民村卫生室,TE3303243300235060,未定级,无等级,未定级,49871.0
永嘉县南城街道李浦村卫生室,TE3303243300207500,未定级,无等级,未定级,49872.0
永嘉县南城街道社区卫生服务中心,12330324MB0R782759,未定级,无等级,未定级,49800.0
永嘉县南城街道社区卫生服务中心下塘社区卫生服务站,TE3303243300240730,未定级,无等级,未定级,50278.0
永嘉县南城街道社区卫生服务中心东岸社区卫生服务站,TE3303243300362360,未定级,无等级,未定级,49829.0
永嘉县南城街道社区卫生服务中心中塘社区卫生服务站,12330324MBOR782759,未定级,无等级,未定级,49831.0
永嘉县南城街道社区卫生服务中心嘉安社区卫生服务站,TE3303243300245590,未定级,无等级,未定级,49735.0
永嘉县南城街道霞堡社区卫生室,TE3303243300223100,未定级,无等级,未定级,49834.0
永嘉县南城街道黄屿村卫生室(二),TE3303243300244600,未定级,无等级,未定级,49844.0
永嘉县南城街道黄屿村卫生室,TE3303243300250260,未定级,无等级,未定级,49858.0
永嘉县大若岩镇中心卫生院,123303247405298582,未定级,无等级,未定级,49918.0
永嘉县大若岩镇九房村卫生室,TE3303243300230380,未定级,无等级,未定级,49938.0
永嘉县大若岩镇大若村卫生室,TE3303243300239970,未定级,无等级,未定级,50015.0
永嘉县大若岩镇小若口村卫生室,TE3303243300249330,未定级,无等级,未定级,49933.0
永嘉县大若岩镇梧涨村卫生室,TE3303243300250690,未定级,无等级,未定级,49928.0
永嘉县妇幼保健院,12330324695288003D,未定级,无等级,未定级,49848.0
永嘉县岩坦镇东岙村卫生室,TE3303243300209450,未定级,无等级,未定级,49902.0
永嘉县岩坦镇中心卫生院张溪分院,TE3303243300230920,未定级,无等级,未定级,49891.0
永嘉县岩坦镇中心卫生院溪口分院,TE3303243300240190,未定级,无等级,未定级,49888.0
永嘉县岩坦镇中心卫生院潘坑分院,TE3303243300216340,未定级,无等级,未定级,49890.0
永嘉县岩坦镇中心卫生院黄南分院,TE3303243300245240,未定级,无等级,未定级,49895.0
永嘉县岩坦镇佳溪村卫生室,TE3303243300370990,未定级,无等级,未定级,49893.0
永嘉县岩坦镇分水村卫生室,TE3303243300530850,未定级,无等级,未定级,49897.0
永嘉县岩坦镇南岸村卫生室,TE3303243300371950,未定级,无等级,未定级,49886.0
永嘉县岩坦镇大学村卫生室,TE3303243300370930,未定级,无等级,未定级,49892.0
永嘉县岩坦镇深龙村卫生室,TE3303243300371270,未定级,无等级,未定级,49896.0
永嘉县岩坦镇源头村卫生室,TE3303243300371010,未定级,无等级,未定级,49889.0
永嘉县岩坦镇白岩村卫生室,TE3303243300370980,未定级,无等级,未定级,49894.0
永嘉县岩坦镇石阵村卫生室,TE3303243300371000,未定级,无等级,未定级,49887.0
永嘉县岩坦镇龙园村卫生室,12330324743455292U,未定级,无等级,未定级,49882.0
永嘉县岩头镇上泛村卫生室,TE3303243300578670,未定级,无等级,未定级,49907.0
永嘉县岩头镇中心卫生院,123303247352491229,未定级,无等级,未定级,49880.0
永嘉县岩头镇中心卫生院表山分院,TE3303243300223730,未定级,无等级,未定级,49909.0
永嘉县岩头镇中心卫生院鲤溪分院,TE3303243300236750,未定级,无等级,未定级,49914.0
永嘉县岩头镇垟头村卫生室,TE3303243300371300,未定级,无等级,未定级,49916.0
永嘉县岩头镇小港村卫生室,TE3303243300213440,未定级,无等级,未定级,49991.0
永嘉县岩头镇岭里村卫生室,TE3303243300371030,未定级,无等级,未定级,49915.0
永嘉县岩头镇张大屋村卫生室,TE3303243300244570,未定级,无等级,未定级,49998.0
永嘉县岩头镇杏岙村卫生室,TE3303243300247880,未定级,无等级,未定级,49911.0
永嘉县岩头镇水东村卫生室,TE3303243300371810,未定级,无等级,未定级,49912.0
永嘉县岩头镇水西村卫生室,TE3303243300377800,未定级,无等级,未定级,50046.0
永嘉县岩头镇港头村卫生室,TE3303243300250440,未定级,无等级,未定级,50064.0
永嘉县岩头镇溪南村卫生室,TE3303243300540740,未定级,无等级,未定级,50069.0
永嘉县岩头镇石匣村卫生室,TE3303243300370960,未定级,无等级,未定级,49910.0
永嘉县岩头镇社区卫生服务中心河一社区卫生服务站,TE3303243300226520,未定级,无等级,未定级,50068.0
永嘉县岩头镇社区卫生服务中心河二社区卫生服务站,TE3303243300250150,未定级,无等级,未定级,50053.0
永嘉县岩头镇西川村卫生室,TE3303243300371800,未定级,无等级,未定级,49913.0
永嘉县岩头镇陈岙村卫生室,TE3303243300371310,未定级,无等级,未定级,49908.0
永嘉县岭头乡中源村卫生室,TE3303243300245770,未定级,无等级,未定级,50036.0
永嘉县巽宅镇中心卫生院西岙分院,TE3303243300252290,未定级,无等级,未定级,49923.0
永嘉县巽宅镇双隆村卫生室,TE3303243300370890,未定级,无等级,未定级,49898.0
永嘉县巽宅镇小溪村卫生室,TE3303243300579200,未定级,无等级,未定级,49900.0
永嘉县巽宅镇山霞村卫生室,TE3303243300370830,未定级,无等级,未定级,49922.0
永嘉县巽宅镇岭东村卫生室,TE3303243300370820,未定级,无等级,未定级,49927.0
永嘉县巽宅镇木坑口村卫生室,12330324741010636Y,未定级,无等级,未定级,49899.0
永嘉县巽宅镇柴皮村卫生室,TE3303243300370800,未定级,无等级,未定级,49921.0
永嘉县巽宅镇社区卫生服务中心下嵊社区卫生服务站,TE3303243300230660,未定级,无等级,未定级,49925.0
永嘉县巽宅镇锦川村卫生室,TE3303243300434540,未定级,无等级,未定级,49924.0
永嘉县巽宅镇龙前村卫生室,TE3303243300370810,未定级,无等级,未定级,49926.0
永嘉县机关事务管理中心医务室,TE3303243300423190,未定级,无等级,未定级,49792.0
永嘉县枫林镇后山村卫生室,TE3303243300371350,未定级,无等级,未定级,49934.0
永嘉县枫林镇垟山头村卫生室,TE3303243300249750,未定级,无等级,未定级,50058.0
永嘉县枫林镇新坊村卫生室,TE3303243300253470,未定级,无等级,未定级,50076.0
永嘉县枫林镇枫三村卫生室,TE3303243300414650,未定级,无等级,未定级,49954.0
永嘉县枫林镇枫五村村卫生室,TE3303243300217890,未定级,无等级,未定级,50051.0
永嘉县枫林镇枫四村卫生室,TE3303243300251700,未定级,无等级,未定级,50054.0
永嘉县枫林镇镬炉村卫生室,123303247405411608,未定级,无等级,未定级,49775.0
永嘉县桥下镇下陇村卫生室,TE3303243300371020,未定级,无等级,未定级,49733.0
永嘉县桥下镇中央山村卫生室,TE3303243300371240,未定级,无等级,未定级,50091.0
永嘉县桥下镇中心卫生院徐岙分院,12330324728910226M,未定级,无等级,未定级,49731.0
永嘉县桥下镇中心卫生院昆阳分院,12330324740529866W,未定级,无等级,未定级,49734.0
永嘉县桥下镇京岸村卫生室(二),TE3303243300242010,未定级,无等级,未定级,49959.0
永嘉县桥下镇八里村卫生室,TE3303243300195910,未定级,无等级,未定级,49990.0
永嘉县桥下镇六岙村卫生室,TE3303243300236090,未定级,无等级,未定级,49944.0
永嘉县桥下镇六岙村卫生室（二）,TE3303243300462010,未定级,无等级,未定级,49955.0
永嘉县桥下镇垟塆村卫生室,TE3303243300243150,未定级,无等级,未定级,49958.0
永嘉县桥下镇埠头村卫生室,TE3303243300231510,未定级,无等级,未定级,49947.0
永嘉县桥下镇外砻村卫生室,TE3303243300433500,未定级,无等级,未定级,49993.0
永嘉县桥下镇小京岙村卫生室,TE3303243300250630,未定级,无等级,未定级,49905.0
永嘉县桥下镇桃山村卫生室,TE3303243300414660,未定级,无等级,未定级,49861.0
永嘉县桥下镇桥上村卫生室,TE3303243300235560,未定级,无等级,未定级,49974.0
永嘉县桥下镇桥下村卫生室,TE3303243300232290,未定级,无等级,未定级,49987.0
永嘉县桥下镇桥下村卫生室（二）,TE3303243300229860,未定级,无等级,未定级,49992.0
永嘉县桥下镇梅岙上村卫生室,TE3303243300252550,未定级,无等级,未定级,49950.0
永嘉县桥下镇梅岙下村卫生室,TE3303243300461200,未定级,无等级,未定级,49945.0
永嘉县桥下镇社区卫生服务中心京桥开发区社区卫生服务站,TE3303243300251150,未定级,无等级,未定级,50000.0
永嘉县桥下镇社区卫生服务中心梅岙社区卫生服务站,TE3303243300223860,未定级,无等级,未定级,49791.0
永嘉县桥下镇西溪下村卫生室,TE3303243300240460,未定级,无等级,未定级,49981.0
永嘉县桥下镇郑山村卫生室,TE3303243300370790,未定级,无等级,未定级,49732.0
永嘉县桥下镇陈山村卫生室,TE3303243300241770,未定级,无等级,未定级,49940.0
永嘉县桥下镇霞岙村卫生室,TE3303243300371200,未定级,无等级,未定级,49790.0
永嘉县桥下镇韩埠村卫生室,TE3303243300235920,未定级,无等级,未定级,49996.0
永嘉县桥头镇东行村卫生室,TE3303243300202070,未定级,无等级,未定级,50050.0
永嘉县桥头镇中学医务室,123303244707195546,未定级,无等级,未定级,49930.0
永嘉县桥头镇中心卫生院,12330324763909925W,未定级,无等级,未定级,49751.0
永嘉县桥头镇井大村卫生室,TE3303243300246850,未定级,无等级,未定级,50033.0
永嘉县桥头镇前下村卫生室,TE3303243300252860,未定级,无等级,未定级,50012.0
永嘉县桥头镇前堡村卫生室,TE3303243300217070,未定级,无等级,未定级,50018.0
永嘉县桥头镇坦头村卫生室,TE3303243300213140,未定级,无等级,未定级,50041.0
永嘉县桥头镇壬田村卫生室,TE3303243300252280,未定级,无等级,未定级,50034.0
永嘉县桥头镇壬田村卫生室（二）,TE3303243300222100,未定级,无等级,未定级,50032.0
永嘉县桥头镇外垟头村卫生室,TE3303243300225830,未定级,无等级,未定级,50065.0
永嘉县桥头镇外新村卫生室,TE3303243300253590,未定级,无等级,未定级,50017.0
永嘉县桥头镇将山村卫生室,TE3303243300370900,未定级,无等级,未定级,49814.0
永嘉县桥头镇林下村卫生室,TE3303243300226840,未定级,无等级,未定级,50016.0
永嘉县桥头镇林福村卫生室,TE3303243300252000,未定级,无等级,未定级,50031.0
永嘉县桥头镇桥一村卫生室,TE3303243300247720,未定级,无等级,未定级,50067.0
永嘉县桥头镇桥头社区卫生室,TE3303243300532240,未定级,无等级,未定级,50042.0
永嘉县桥头镇桥西村卫生室,TE3303243300244050,未定级,无等级,未定级,50062.0
永嘉县桥头镇殿前村卫生室,TE3303243300236500,未定级,无等级,未定级,50060.0
永嘉县桥头镇溪心村卫生室,TE3303243300246290,未定级,无等级,未定级,50045.0
永嘉县桥头镇溪西村卫生室,TE3303243300252690,未定级,无等级,未定级,50055.0
永嘉县桥头镇白垟村卫生室,TE3303243300250210,未定级,无等级,未定级,50010.0
永嘉县桥头镇白沙村卫生室（一）,TE3303243300205020,未定级,无等级,未定级,50030.0
永嘉县桥头镇白沙村卫生室（二）,TE3303243300249690,未定级,无等级,未定级,49995.0
永嘉县桥头镇石埠头村卫生室,TE3303243300208850,未定级,无等级,未定级,50056.0
永嘉县桥头镇石马岙村卫生室,TE3303243300231760,未定级,无等级,未定级,50014.0
永嘉县桥头镇社区卫生服务中心外资工业区社区服务站,TE3303243300237500,未定级,无等级,未定级,50061.0
永嘉县桥头镇社区卫生服务中心朱涂社区卫生服务站,TE3303243300207990,未定级,无等级,未定级,49813.0
